Date,Price,Open,High,Low,Vol.,Change %
3/18/2022,"37,163.20","36,559.90","37,806.70","35,876.20",9.49M,2.10%
3/17/2022,"36,399.00","37,726.30","37,967.60","35,795.70",14.74M,-2.90%
3/16/2022,"37,484.90","38,007.80","38,168.70","37,364.30",6.22M,0.21%
3/15/2022,"37,404.50","36,921.90","37,967.60","35,514.20",19.14M,-0.43%
3/14/2022,"37,565.40","40,219.90","41,667.80","37,565.40",18.92M,-6.51%
3/11/2022,"40,179.70","41,265.60","41,748.30","39,495.90",15.94M,-2.44%
3/10/2022,"41,185.20","41,024.30","42,150.50","39,415.50",11.13M,0.00%
3/9/2022,"41,185.20","40,139.50","41,346.10","39,415.50",17.67M,4.28%
3/8/2022,"39,495.90","39,817.70","40,863.40","39,415.50",18.02M,-2.58%
3/7/2022,"40,541.70","39,817.70","41,909.10","39,536.20",17.12M,3.38%
3/4/2022,"39,214.40","40,219.90","40,380.80","39,013.30",11.62M,-2.11%
3/3/2022,"40,059.00","38,369.80","40,059.00","37,887.10",18.21M,6.18%
3/2/2022,"37,726.30","36,399.00","37,726.30","36,318.60",14.24M,3.65%
3/1/2022,"36,399.00","37,404.50","37,967.60","36,238.10",18.89M,2.49%
2/28/2022,"35,514.20","33,784.70","35,514.20","33,704.30",23.74M,6.90%
2/25/2022,"33,221.60","32,980.30","33,221.60","32,417.20",10.11M,2.48%
2/24/2022,"32,417.20","33,060.80","33,623.80","31,210.60",11.87M,-1.95%
2/23/2022,"33,060.80","32,417.20","33,382.50","32,216.10",11.55M,1.99%
2/22/2022,"32,417.20","32,175.90","32,658.60","31,653.10",11.33M,-1.23%
2/21/2022,"32,819.40","33,623.80","34,106.50","32,819.40",9.18M,-1.45%
2/18/2022,"33,302.10","31,773.70","33,704.30","31,693.30",11.94M,4.02%
2/17/2022,"32,015.00","31,854.20","32,497.70","31,532.40",7.77M,0.76%
2/16/2022,"31,773.70","31,130.20","32,095.50","31,049.80",7.62M,0.00%
2/15/2022,"31,773.70","31,934.60","32,336.80","30,969.30",7.78M,-0.75%
2/14/2022,"32,015.00","31,009.50","32,779.20","31,009.50",9.95M,1.53%
2/11/2022,"31,532.40","30,446.50","32,175.90","30,446.50",10.66M,2.48%
2/10/2022,"30,768.20","30,567.10","31,693.30","30,245.40",9.24M,2.00%
2/9/2022,"30,164.90","28,958.30","30,164.90","28,556.10",6.85M,6.99%
2/8/2022,"28,194.20","26,384.30","28,194.20","26,223.40",7.56M,6.86%
2/7/2022,"26,384.30","25,700.50","26,746.20","25,459.20",3.90M,4.46%
1/28/2022,"25,258.10","25,579.90","25,579.90","24,815.70",1.90M,0.32%
1/27/2022,"25,177.70","25,177.70","25,499.40","24,735.20",2.30M,0.00%
1/26/2022,"25,177.70","25,419.00","25,901.60","25,177.70",2.98M,0.16%
1/25/2022,"25,137.40","24,413.50","25,338.50","24,413.50",3.59M,2.97%
1/24/2022,"24,413.50","26,142.90","26,223.40","24,413.50",7.40M,-6.90%
1/21/2022,"26,223.40","26,947.30","26,947.30","26,223.40",3.98M,-3.55%
1/20/2022,"27,188.70","27,349.50","27,349.50","26,625.60",2.26M,1.50%
1/19/2022,"26,786.50","26,545.10","27,269.10","25,821.20",4.82M,0.00%
1/18/2022,"26,786.50","28,153.90","28,636.60","26,424.50",6.83M,-5.67%
1/17/2022,"28,395.20","30,004.00","30,486.70","28,395.20",5.68M,-5.36%
1/14/2022,"30,004.00","30,406.20","31,049.80","30,004.00",2.61M,-1.58%
1/13/2022,"30,486.70","30,004.00","31,411.70","29,441.00",7.01M,2.29%
1/12/2022,"29,802.90","29,159.40","29,843.20","28,877.90",3.57M,2.35%
1/11/2022,"29,119.20","29,360.50","29,883.40","28,435.50",4.01M,-0.55%
1/10/2022,"29,280.10","29,601.80","30,325.80","29,280.10",5.16M,-0.82%
1/7/2022,"29,521.40","29,441.00","30,205.10","29,441.00",3.45M,-0.81%
1/6/2022,"29,762.70","30,728.00","30,808.40","29,441.00",6.73M,-4.02%
1/5/2022,"31,009.50","31,170.40","31,572.60","31,009.50",4.85M,-0.26%
1/4/2022,"31,090.00","31,210.60","31,653.10","31,049.80",3.99M,-0.26%
12/31/2021,"31,170.40","30,768.20","31,693.30","30,446.50",5.35M,1.97%
12/30/2021,"30,567.10","31,210.60","31,371.50","30,285.60",2.22M,-1.55%
12/29/2021,"31,049.80","29,923.60","31,653.10","29,521.40",5.52M,3.76%
12/28/2021,"29,923.60","29,441.00","30,245.40","29,038.80",4.66M,1.09%
12/27/2021,"29,601.80","30,406.20","30,486.70","29,360.50",1.97M,-1.47%
12/24/2021,"30,044.30","29,360.50","30,164.90","28,958.30",3.63M,4.92%
12/23/2021,"28,636.60","29,682.30","29,762.70","27,631.10",9.10M,-3.52%
12/22/2021,"29,682.30","30,728.00","31,130.20","29,601.80",5.54M,-2.64%
12/21/2021,"30,486.70","31,452.00","31,532.40","30,486.70",4.29M,-2.94%
12/20/2021,"31,411.70","31,210.60","31,854.20","30,607.30",3.91M,0.13%
12/17/2021,"31,371.50","32,175.90","32,175.90","31,130.20",7.77M,-2.99%
12/16/2021,"32,336.80","32,739.00","33,060.80","32,135.70",5.32M,-1.23%
12/15/2021,"32,739.00","32,980.30","33,664.10","32,739.00",5.65M,0.37%
12/14/2021,"32,618.30","30,647.60","32,618.30","30,486.70",11.30M,6.99%
12/13/2021,"30,486.70","29,923.60","30,486.70","29,601.80",6.41M,2.29%
12/10/2021,"29,802.90","30,848.70","30,848.70","29,802.90",4.68M,-2.50%
12/9/2021,"30,567.10","30,245.40","31,210.60","29,843.20",4.00M,0.26%
12/8/2021,"30,486.70","31,854.20","31,854.20","30,366.00",4.91M,-2.57%
12/7/2021,"31,291.10","30,969.30","31,612.80","30,004.00",7.04M,1.43%
12/6/2021,"30,848.70","32,819.40","33,221.60","30,848.70",9.79M,-6.92%
12/3/2021,"33,141.20","34,669.60","34,830.40","33,141.20",6.94M,-4.19%
12/2/2021,"34,589.10","35,071.80","35,152.20","34,428.20",4.45M,-0.69%
12/1/2021,"34,830.40","34,589.10","35,313.10","34,589.10",4.77M,0.70%
11/30/2021,"34,589.10","34,589.10","35,393.50","33,985.80",9.09M,1.18%
11/29/2021,"34,186.90","33,945.60","34,830.40","33,945.60",5.15M,-2.07%
11/26/2021,"34,910.90","34,347.80","35,313.10","34,146.70",8.95M,2.84%
11/25/2021,"33,945.60","32,899.90","34,106.50","32,899.90",7.93M,2.93%
11/24/2021,"32,980.30","34,750.00","34,750.00","32,980.30",11.40M,-4.98%
11/23/2021,"34,709.80","34,186.90","35,152.20","34,186.90",5.29M,1.53%
11/22/2021,"34,186.90","33,784.70","34,830.40","33,784.70",5.66M,1.19%
11/19/2021,"33,784.70","34,750.00","35,313.10","33,463.00",11.75M,-4.55%
11/18/2021,"35,393.50","36,921.90","37,002.30","34,991.30",14.62M,-4.97%
11/17/2021,"37,243.60","37,806.70","38,611.10","37,002.30",11.41M,-2.73%
11/16/2021,"38,289.30","38,611.10","39,335.10","38,249.10",6.26M,-1.55%
11/15/2021,"38,892.60","39,415.50","39,737.30","38,691.50",7.78M,-3.01%
11/12/2021,"40,099.20","38,088.20","40,179.70","38,088.20",10.38M,5.28%
11/11/2021,"38,088.20","39,093.70","39,375.30","37,806.70",14.56M,-3.37%
11/10/2021,"39,415.50","40,702.50","40,702.50","39,415.50",16.22M,-3.35%
11/9/2021,"40,783.00","41,185.20","41,667.80","40,702.50",8.11M,-0.98%
11/8/2021,"41,185.20","41,506.90","41,989.60","40,943.90",7.70M,-0.58%
11/5/2021,"41,426.50","41,748.30","42,070.00","40,380.80",9.66M,0.59%
11/4/2021,"41,185.20","40,622.10","41,828.70","39,415.50",14.63M,1.39%
11/3/2021,"40,622.10","42,633.10","43,115.70","40,622.10",21.97M,-4.72%
11/2/2021,"42,633.10","42,472.20","44,000.60","42,311.30",13.10M,-0.56%
11/1/2021,"42,874.40","43,437.50","43,598.40","42,391.80",16.38M,-2.02%
10/29/2021,"43,759.30","44,241.90","44,644.10","43,035.30",23.18M,-2.16%
10/28/2021,"44,724.50","44,241.90","45,448.50","43,839.70",7.21M,0.72%
10/27/2021,"44,402.80","44,483.20","45,046.30","43,678.80",6.65M,0.36%
10/26/2021,"44,241.90","41,828.70","44,241.90","41,024.30",12.17M,5.36%
10/25/2021,"41,989.60","44,241.90","44,563.60","41,989.60",18.58M,-5.78%
10/22/2021,"44,563.60","45,046.30","45,368.00","44,241.90",6.83M,-0.89%
10/21/2021,"44,965.80","44,965.80","45,126.70","44,081.00",8.26M,0.36%
10/20/2021,"44,805.00","42,954.90","44,805.00","42,472.20",8.82M,4.70%
10/19/2021,"42,794.00","42,552.70","43,196.20","41,748.30",7.10M,0.76%
10/18/2021,"42,472.20","42,150.50","43,839.70","41,748.30",12.54M,1.73%
10/15/2021,"41,748.30","39,978.60","41,828.70","39,898.10",11.48M,5.27%
10/14/2021,"39,656.80","39,093.70","40,018.80","39,013.30",8.24M,1.54%
10/13/2021,"39,053.50","39,254.60","39,576.40","38,852.40",6.14M,-0.51%
10/12/2021,"39,254.60","39,254.60","39,495.90","38,932.90",8.81M,0.00%
10/11/2021,"39,254.60","39,013.30","39,817.70","38,530.70",8.51M,1.14%
10/8/2021,"38,812.20","38,691.50","39,174.20","38,369.80",8.43M,0.00%
10/7/2021,"38,812.20","39,093.70","39,174.20","38,530.70",7.01M,-0.10%
10/6/2021,"38,852.40","38,450.20","39,093.70","38,289.30",8.32M,1.90%
10/5/2021,"38,128.50","38,611.10","38,772.00","38,048.00",8.27M,-0.84%
10/4/2021,"38,450.20","36,600.10","38,490.40","36,600.10",13.44M,6.70%
10/1/2021,"36,037.00","35,071.80","36,037.00","34,991.30",11.93M,1.24%
9/30/2021,"35,594.60","35,474.00","36,157.70","35,313.10",7.07M,0.68%
9/29/2021,"35,353.30","35,031.50","35,554.40","34,750.00",6.53M,0.11%
9/28/2021,"35,313.10","33,784.70","35,554.40","33,141.20",8.96M,4.52%
9/27/2021,"33,784.70","35,474.00","36,278.40","33,784.70",10.62M,-5.41%
9/24/2021,"35,715.30","35,996.80","36,117.50","35,232.60",8.89M,-1.33%
9/23/2021,"36,197.90","36,761.00","37,686.00","35,876.20",9.52M,-1.75%
9/22/2021,"36,841.40","37,002.30","37,364.30","36,278.40",5.25M,0.66%
9/21/2021,"36,600.10","34,267.40","36,600.10","34,267.40",10.99M,4.48%
9/20/2021,"35,031.50","35,876.20","36,358.80","34,910.90",13.75M,-3.44%
9/17/2021,"36,278.40","35,112.00","37,243.60","35,071.80",10.58M,3.32%
9/16/2021,"35,112.00","35,634.80","35,956.60","34,629.30",8.37M,-0.46%
9/15/2021,"35,272.90","32,980.30","35,272.90","32,698.80",15.40M,6.95%
9/14/2021,"32,980.30","32,497.70","33,543.40","32,417.20",7.89M,0.86%
9/13/2021,"32,698.80","33,221.60","33,261.90","32,417.20",10.40M,-1.81%
9/10/2021,"33,302.10","33,382.50","33,543.40","32,779.20",6.15M,-0.60%
9/9/2021,"33,503.20","33,744.50","34,026.00","33,181.40",7.32M,0.12%
9/8/2021,"33,463.00","32,578.10","33,583.60","32,175.90",11.29M,2.46%
9/7/2021,"32,658.60","33,784.70","33,784.70","32,578.10",13.80M,-2.40%
9/6/2021,"33,463.00","32,175.90","33,784.70","31,854.20",10.47M,5.45%
9/1/2021,"31,733.50","31,049.80","31,894.40","30,969.30",12.13M,2.60%
8/31/2021,"30,929.10","31,049.80","31,572.60","30,567.10",12.80M,0.65%
8/30/2021,"30,728.00","29,601.80","30,728.00","29,521.40",11.87M,4.80%
8/27/2021,"29,320.30","28,556.10","29,561.60","28,556.10",7.74M,0.97%
8/26/2021,"29,038.80","29,360.50","29,883.40","28,757.20",10.66M,0.84%
8/25/2021,"28,797.40","27,349.50","28,797.40","26,866.90",13.26M,6.87%
8/24/2021,"26,947.30","26,987.60","27,269.10","26,545.10",7.16M,1.52%
8/23/2021,"26,545.10","26,545.10","28,153.90","26,545.10",8.60M,0.13%
8/20/2021,"26,511.60","27,852.30","27,885.80","26,210.00",19.94M,-5.61%
8/19/2021,"28,086.90","28,355.00","28,455.60","27,885.80",7.26M,-0.24%
8/18/2021,"28,153.90","27,818.80","28,824.30","27,617.70",11.55M,1.20%
8/17/2021,"27,818.80","26,478.10","27,818.80","26,210.00",20.54M,5.06%
8/16/2021,"26,478.10","26,947.30","27,081.40","26,310.50",9.25M,0.38%
8/13/2021,"26,377.50","25,606.70","26,377.50","25,305.00",11.91M,2.21%
8/12/2021,"25,807.80","26,142.90","26,612.20","25,807.80",13.47M,-2.65%
8/11/2021,"26,511.60","26,746.20","27,416.60","26,377.50",9.82M,-0.75%
8/10/2021,"26,712.70","27,081.40","27,114.90","26,210.00",11.83M,0.63%
8/9/2021,"26,545.10","25,439.10","26,545.10","25,204.50",13.54M,4.21%
8/6/2021,"25,472.60","25,338.50","25,807.80","25,137.40",10.75M,0.53%
8/5/2021,"25,338.50","24,232.50","25,338.50","24,199.00",11.91M,4.42%
8/4/2021,"24,266.00","23,327.50","24,400.10","23,260.50",15.82M,4.62%
8/3/2021,"23,193.50","23,160.00","23,428.10","22,724.20",10.81M,0.14%
8/2/2021,"23,160.00","22,623.70","23,428.10","22,556.70",9.43M,2.52%
7/30/2021,"22,590.20","22,456.10","22,791.30","22,389.10",9.64M,1.51%
7/29/2021,"22,255.00","21,618.20","22,255.00","21,417.10",11.15M,3.75%
7/28/2021,"21,450.60","21,316.50","21,618.20","21,149.00",5.52M,0.95%
7/27/2021,"21,249.50","21,115.40","21,618.20","20,981.40",7.35M,3.43%
7/26/2021,"20,545.70","20,713.20","21,048.40","20,076.40",7.80M,-2.70%
7/23/2021,"21,115.40","21,316.50","21,450.60","20,914.30",9.40M,-1.56%
7/22/2021,"21,450.60","20,981.40","21,584.70","20,713.20",5.56M,2.07%
7/21/2021,"21,014.90","21,651.70","21,752.30","20,780.30",5.21M,-1.41%
7/20/2021,"21,316.50","20,512.10","21,685.20","20,042.90",9.34M,4.09%
7/19/2021,"20,478.60","20,780.30","21,417.10","20,478.60",8.70M,-6.86%
7/16/2021,"21,986.90","22,120.90","22,322.00","21,919.80",3.30M,0.00%
7/15/2021,"21,986.90","21,517.60","22,087.40","21,484.10",4.98M,1.86%
7/14/2021,"21,584.70","22,322.00","22,322.00","21,115.40",13.54M,3.04%
7/13/2021,"20,947.90","20,780.30","21,115.40","20,109.90",5.80M,2.12%
7/12/2021,"20,512.10","21,383.60","21,383.60","20,512.10",7.49M,-6.99%
7/9/2021,"22,053.90","22,590.20","23,059.40","21,517.60",6.96M,-4.36%
7/8/2021,"23,059.40","23,662.70","23,662.70","22,456.10",5.42M,-1.43%
7/7/2021,"23,394.60","23,361.10","23,796.80","22,255.00",7.46M,1.90%
7/6/2021,"22,958.90","24,668.20","25,103.90","22,958.90",10.37M,-6.93%
7/5/2021,"24,668.20","24,634.70","25,137.40","24,266.00",5.31M,0.14%
7/2/2021,"24,634.70","24,668.20","24,668.20","24,266.00",7.14M,0.96%
7/1/2021,"24,400.10","23,863.80","24,936.30","23,796.80",11.71M,2.54%
6/30/2021,"23,796.80","23,863.80","23,997.90","23,595.70",3.94M,0.14%
6/29/2021,"23,763.30","23,863.80","24,467.10","23,294.00",4.99M,-0.14%
6/28/2021,"23,796.80","23,059.40","23,796.80","22,858.30",15.23M,6.93%
6/25/2021,"22,255.00","21,651.70","22,255.00","21,517.60",6.11M,3.59%
6/24/2021,"21,484.10","21,785.80","21,852.80","21,383.60",4.73M,0.00%
6/23/2021,"21,484.10","21,986.90","21,986.90","21,484.10",4.03M,-0.16%
6/22/2021,"21,517.60","22,322.00","22,456.10","21,517.60",3.16M,-2.58%
6/21/2021,"22,087.40","21,986.90","22,657.20","21,986.90",3.91M,-0.90%
6/18/2021,"22,288.50","21,785.80","22,456.10","21,350.10",6.40M,5.22%
6/17/2021,"21,182.50","20,512.10","21,249.50","20,512.10",2.91M,-0.32%
6/16/2021,"21,249.50","21,852.80","21,953.40","20,780.30",3.41M,-2.91%
6/15/2021,"21,886.30","21,819.30","21,919.80","21,584.70",3.65M,0.31%
6/14/2021,"21,819.30","21,852.80","22,053.90","21,383.60",4.68M,2.04%
6/11/2021,"21,383.60","20,177.00","21,450.60","20,177.00",4.44M,5.98%
6/10/2021,"20,177.00","21,115.40","21,383.60","20,109.90",4.91M,-4.44%
6/9/2021,"21,115.40","20,679.70","21,383.60","20,512.10",5.84M,0.16%
6/8/2021,"21,081.90","22,120.90","22,623.70","21,081.90",7.82M,-6.95%
6/7/2021,"22,657.20","23,461.60","23,662.70","21,819.30",5.45M,-3.29%
6/4/2021,"23,428.10","23,126.40","23,461.60","22,925.30",5.24M,2.64%
6/3/2021,"22,824.80","22,590.20","22,925.30","22,590.20",5.84M,1.04%
6/2/2021,"22,590.20","22,120.90","22,925.30","21,685.20",7.11M,0.45%
6/1/2021,"22,489.60","22,456.10","22,925.30","22,322.00",5.05M,1.82%
5/31/2021,"22,087.40","22,020.40","22,120.90","21,450.60",8.42M,3.94%
5/28/2021,"21,249.50","21,182.50","21,450.60","20,947.90",6.20M,1.28%
5/27/2021,"20,981.40","21,081.90","21,517.60","20,847.30",6.31M,-0.79%
5/26/2021,"21,149.00","21,283.00","21,450.60","20,813.80",5.96M,-0.63%
5/25/2021,"21,283.00","20,512.10","21,450.60","20,445.10",8.92M,3.76%
5/24/2021,"20,512.10","20,445.10","20,780.30","20,445.10",4.64M,0.33%
5/21/2021,"20,445.10","20,311.00","20,713.20","20,177.00",5.07M,-1.29%
5/20/2021,"20,713.20","20,646.20","20,780.30","20,445.10",6.82M,-1.44%
5/19/2021,"21,014.90","20,880.80","21,383.60","20,880.80",7.24M,0.64%
5/18/2021,"20,880.80","20,445.10","21,115.40","20,445.10",6.41M,2.98%
5/17/2021,"20,277.50","19,841.80","20,445.10","19,707.70",9.35M,-0.98%
5/14/2021,"20,478.60","21,249.50","21,283.00","20,277.50",12.98M,-3.93%
5/13/2021,"21,316.50","21,450.60","21,785.80","21,182.50",7.25M,-0.31%
5/12/2021,"21,383.60","20,914.30","21,450.60","20,813.80",10.38M,1.27%
5/11/2021,"21,115.40","22,020.40","22,020.40","20,981.40",13.50M,-1.87%
5/10/2021,"21,517.60","20,109.90","21,517.60","20,076.40",14.92M,7.00%
5/7/2021,"20,109.90","18,534.70","20,143.50","18,534.70",12.52M,6.76%
5/6/2021,"18,836.30","18,434.10","19,104.50","18,199.50",9.56M,1.81%
5/5/2021,"18,501.20","18,735.80","19,003.90","18,434.10",7.68M,0.36%
5/4/2021,"18,434.10","17,093.50","18,434.10","16,758.30",9.76M,5.77%
4/29/2021,"17,428.60","17,361.60","17,629.70","17,194.00",5.76M,1.96%
4/28/2021,"17,093.50","17,093.50","17,562.70","16,925.90",3.57M,0.99%
4/27/2021,"16,925.90","16,490.20","17,227.50","15,953.90",4.66M,2.02%
4/26/2021,"16,590.70","17,428.60","17,629.70","16,557.20",5.06M,-4.26%
4/23/2021,"17,328.10","16,758.30","17,428.60","16,088.00",4.82M,2.99%
4/22/2021,"16,825.30","17,830.80","18,031.90","16,825.30",9.54M,-6.69%
4/20/2021,"18,031.90","18,702.30","18,769.30","17,830.80",14.13M,-0.37%
4/19/2021,"18,099.00","17,428.60","18,166.00","17,093.50",8.18M,5.88%
4/16/2021,"17,093.50","17,294.60","17,395.10","16,691.30",6.83M,0.59%
4/15/2021,"16,992.90","16,590.70","17,127.00","16,490.20",8.91M,2.63%
4/14/2021,"16,557.20","16,088.00","16,624.20","16,054.40",6.48M,1.65%
4/13/2021,"16,289.10","16,691.30","16,724.80","16,255.50",7.47M,-2.21%
4/12/2021,"16,657.70","16,691.30","16,691.30","16,490.20",6.17M,0.81%
4/9/2021,"16,523.70","16,222.00","16,624.20","16,222.00",5.02M,1.23%
4/8/2021,"16,322.60","16,490.20","16,490.20","16,155.00",3.69M,0.41%
4/7/2021,"16,255.50","15,953.90","16,289.10","15,819.80",5.43M,2.32%
4/6/2021,"15,886.90","16,121.50","16,121.50","15,719.30",5.25M,-1.46%
4/5/2021,"16,121.50","16,088.00","16,121.50","15,652.20",6.94M,1.05%
4/2/2021,"15,953.90","16,222.00","16,289.10","15,953.90",4.63M,-0.83%
4/1/2021,"16,088.00","16,054.40","16,155.00","15,953.90",5.78M,0.42%
3/31/2021,"16,020.90","15,886.90","16,356.10","15,685.80",9.29M,2.80%
3/30/2021,"15,585.20","15,149.50","15,618.70","15,082.50",7.24M,3.33%
3/29/2021,"15,082.50","14,780.80","15,082.50","14,646.70",5.67M,3.21%
3/26/2021,"14,613.20","14,546.20","14,814.30","13,741.80",5.88M,0.46%
3/25/2021,"14,546.20","14,613.20","14,747.30","14,345.10",3.78M,0.00%
3/24/2021,"14,546.20","14,747.30","15,015.40","14,278.10",6.51M,-3.77%
3/23/2021,"15,116.00","15,350.60","15,652.20","14,613.20",9.67M,-2.59%
3/22/2021,"15,518.20","15,752.80","15,752.80","15,283.60",5.03M,0.00%
3/19/2021,"15,518.20","15,082.50","15,652.20","15,082.50",5.34M,2.21%
3/18/2021,"15,183.00","14,881.40","15,283.60","14,881.40",6.65M,2.95%
3/17/2021,"14,747.30","14,713.80","14,881.40","14,613.20",5.56M,0.23%
3/16/2021,"14,713.80","14,479.20","14,881.40","14,479.20",7.64M,1.39%
3/15/2021,"14,512.70","14,613.20","14,613.20","14,345.10",5.92M,-0.69%
3/12/2021,"14,613.20","14,948.40","14,948.40","14,345.10",7.68M,-0.91%
3/11/2021,"14,747.30","14,412.10","14,780.80","14,278.10",9.92M,2.09%
3/10/2021,"14,445.60","14,479.20","14,546.20","14,077.00",10.31M,0.23%
3/9/2021,"14,412.10","14,512.70","15,216.50","14,144.00",10.45M,-0.69%
3/8/2021,"14,512.70","13,875.90","14,512.70","13,574.20",15.61M,6.91%
3/5/2021,"13,574.20","13,138.50","13,674.80","13,004.40",8.38M,1.76%
3/4/2021,"13,339.60","13,741.80","13,741.80","12,937.40",11.06M,-1.73%
3/3/2021,"13,574.20","12,602.20","13,674.80","12,501.70",14.79M,6.02%
3/2/2021,"12,803.30","12,937.40","13,071.50","12,568.70",9.87M,1.33%
3/1/2021,"12,635.80","12,635.80","12,635.80","12,334.10",12.40M,6.80%
2/26/2021,"11,831.40","10,993.40","11,831.40","10,892.90",22.55M,6.97%
2/25/2021,"11,060.50","10,993.40","11,094.00","10,892.90",6.37M,1.23%
2/24/2021,"10,926.40","11,194.50","11,194.50","10,725.30",6.36M,-1.21%
2/23/2021,"11,060.50","11,027.00","11,161.00","10,926.40",5.25M,0.92%
2/22/2021,"10,959.90","11,127.50","11,261.60","10,825.90",6.12M,0.93%
2/19/2021,"10,859.40","10,390.10","11,027.00","10,323.10",8.03M,3.19%
2/18/2021,"10,524.20","10,524.20","10,758.80","10,457.20",3.53M,-1.26%
2/17/2021,"10,658.30","10,189.00","10,658.30","10,189.00",4.21M,6.00%
2/9/2021,"10,055.00","9,786.80","10,122.00","9,652.80",3.04M,2.74%
2/8/2021,"9,786.80","10,222.60","10,323.10","9,619.30",5.25M,-5.20%
2/5/2021,"10,323.10","10,122.00","10,390.10","10,122.00",3.80M,0.65%
2/4/2021,"10,256.10","10,256.10","10,490.70","10,021.50",4.46M,0.33%
2/3/2021,"10,222.60","9,786.80","10,222.60","9,585.70",7.08M,5.54%
2/2/2021,"9,686.30","9,384.60","9,786.80","9,284.10",7.38M,0.00%
2/1/2021,"9,686.30","10,323.10","10,725.30","9,686.30",7.10M,-6.77%
1/29/2021,"10,390.10","9,451.70","10,758.80","9,418.20",7.45M,2.99%
1/28/2021,"10,088.50","10,122.00","10,457.20","10,088.50",8.74M,-6.81%
1/27/2021,"10,825.90","11,060.50","11,496.20","10,725.30",7.25M,-5.00%
1/26/2021,"11,395.60","11,931.90","12,032.50","11,127.50",7.93M,-3.41%
1/25/2021,"11,797.80","11,094.00","11,864.90","11,060.50",12.16M,6.34%
1/22/2021,"11,094.00","10,926.40","11,295.10","10,926.40",7.49M,1.53%
1/21/2021,"10,926.40","10,792.30","10,993.40","10,457.20",6.48M,5.16%
1/20/2021,"10,390.10","10,591.20","10,859.40","9,887.40",4.80M,-1.90%
1/19/2021,"10,591.20","11,328.60","11,395.60","10,457.20",8.00M,-5.67%
1/18/2021,"11,228.10","11,060.50","11,395.60","10,926.40",9.08M,3.40%
1/15/2021,"10,859.40","10,859.40","11,027.00","10,825.90",6.62M,0.94%
1/14/2021,"10,758.80","10,792.30","10,859.40","10,691.80",3.31M,-0.31%
1/13/2021,"10,792.30","11,027.00","11,027.00","10,758.80",5.32M,-1.23%
1/12/2021,"10,926.40","10,725.30","11,094.00","10,591.20",9.88M,2.84%
1/11/2021,"10,624.80","10,725.30","10,725.30","10,524.20",4.91M,-0.31%
1/8/2021,"10,658.30","10,859.40","10,993.40","10,658.30",6.25M,-0.62%
1/7/2021,"10,725.30","10,524.20","10,859.40","10,457.20",6.66M,0.63%
1/6/2021,"10,658.30","10,758.80","10,825.90","10,624.80",5.86M,-0.62%
1/5/2021,"10,725.30","10,725.30","10,959.90","10,557.70",6.69M,0.00%
1/4/2021,"10,725.30","10,256.10","10,758.80","10,155.50",13.12M,6.67%
12/31/2020,"10,055.00","9,987.90","10,055.00","9,820.40",4.21M,1.35%
12/30/2020,"9,920.90","10,088.50","10,122.00","9,887.40",5.96M,-1.66%
12/29/2020,"10,088.50","10,189.00","10,256.10","10,088.50",5.33M,-0.99%
12/28/2020,"10,189.00","10,390.10","10,457.20","10,055.00",7.03M,0.33%
12/25/2020,"10,155.50","10,122.00","10,222.60","9,786.80",8.36M,-0.33%
12/24/2020,"10,189.00","10,390.10","10,390.10","9,652.80",6.97M,-0.65%
12/23/2020,"10,256.10","10,490.70","10,725.30","10,122.00",7.56M,0.66%
12/22/2020,"10,189.00","9,987.90","10,323.10","9,853.90",8.58M,2.01%
12/21/2020,"9,987.90","10,189.00","10,256.10","9,820.40",7.49M,0.34%
12/18/2020,"9,954.40","9,790.20","10,020.10","9,790.20",7.17M,1.00%
12/17/2020,"9,855.90","9,855.90","10,184.40","9,658.70",8.58M,1.70%
12/16/2020,"9,691.60","9,560.20","9,691.60","9,428.80",7.16M,2.43%
12/15/2020,"9,461.60","9,461.60","9,593.00","9,297.40",8.43M,-1.03%
12/14/2020,"9,560.20","9,658.70","9,724.50","9,560.20",8.35M,1.04%
12/11/2020,"9,461.60","9,100.20","9,461.60","8,968.80",7.76M,5.11%
12/10/2020,"9,001.70","9,363.10","9,395.90","8,936.00",12.89M,-3.86%
12/9/2020,"9,363.10","9,264.50","9,724.50","9,133.10",8.72M,0.71%
12/8/2020,"9,297.40","9,198.80","9,395.90","8,968.80",7.87M,1.43%
12/7/2020,"9,166.00","8,640.30","9,166.00","8,607.50",10.93M,6.90%
12/4/2020,"8,574.60","8,213.20","8,673.20","8,049.00",11.52M,5.67%
12/3/2020,"8,114.70","7,884.70","8,180.40","7,720.40",8.29M,4.22%
12/2/2020,"7,786.10","7,917.50","8,016.10","7,720.40",6.10M,-2.07%
12/1/2020,"7,950.40","7,556.20","7,983.30","7,523.30",6.76M,2.11%
11/30/2020,"7,786.10","8,081.80","8,114.70","7,753.30",5.92M,-2.87%
11/27/2020,"8,016.10","8,344.60","8,344.60","7,983.30",9.98M,0.83%
11/26/2020,"7,950.40","7,424.80","7,950.40","7,096.20",9.64M,6.61%
11/25/2020,"7,457.60","7,753.30","7,786.10","7,457.60",5.86M,-2.99%
11/24/2020,"7,687.60","7,786.10","7,950.40","7,457.60",8.39M,-0.85%
11/23/2020,"7,753.30","7,424.80","8,049.00","7,424.80",10.27M,0.43%
11/20/2020,"7,720.40","7,917.50","7,917.50","7,654.70",9.42M,-3.69%
